occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,environment,tectonic_setting,geology_comments,time_bins,time_contain,time_major,time_buffer,time_overlap,created,modified
1413783,occ,,,195295,Stephanorhinus jeanvireti,species,423747,Late Pliocene,,3.6,2.58,Vlachos et al.,2018,66506,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,21.473194,40.191395,GR,Grevena,,stated in text,7,,"The Milia 8 site is located at the foot of a hill, towards the village of Kokkinia (Figure 1). In 2008, a well-preserved dorsal part of a rhino skull was excavated. In addition, few specimens of proboscideans and artiodactyls were subsequently discovered",fluvial indet.,,,Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,03/08/2018 11:15,03/08/2018 11:15
1413788,occ,,,195296,Stephanorhinus jeanvireti,species,423747,Late Pliocene,,3.6,2.58,Vlachos et al.,2018,66506,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,21.472221,40.171665,GR,Grevena,,stated in text,8,,"The Milia-9 (MIL 9) collection spot is located near the old village of Milia, which was abandoned many years ago after a landslide. A local shepherd collected fossils from the Vrissi area. The most important finding is an extremely rare lower deciduous tusk of Mammut borsoni. In the broader area of MIL 9, in the areas of “Mezaria” and “Livadia”, some bovid and hipparion fossils have been found; both are grouped under Milia-9a (MIL 9a) collection spot",fluvial indet.,,,Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,03/08/2018 11:17,03/08/2018 11:17
1413793,occ,,,195299,Stephanorhinus jeanvireti,species,423747,Late Pliocene,,3.6,2.58,Vlachos et al.,2018,66506,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,21.477777,40.207779,GR,Grevena,,stated in text,seconds,,"The Milia 11 is located near the village of Kokkinia (Figure 1). Local people collected few fossils of various taxa. Following this information, members of the AUTH team collected a scapula of M. borsoni",fluvial indet.,,,Piacenzian,Piacenzian,Piacenzian,Piacenzian,Piacenzian,03/08/2018 11:21,03/08/2018 11:21
1413922,occ,,,195310,Stephanorhinus etruscus,species,54872,Early Pleistocene,Middle Pleistocene,2.58,0.129,Kampouridis et al.,2018,66510,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,23.012501,36.887501,GR,Lakonia,,estimated from map,seconds,small collection,,fissure fill,,,-,-,-,"Gelasian, Calabrian, Chibanian","Gelasian, Calabrian, Chibanian",04/08/2018 13:54,04/08/2018 13:54
1414283,occ,,,195434,Ceratotherium neumayri,species,115825,Late Miocene,,11.63,5.333,Theodorou et al.,2003,66526,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,23.319166,38.921665,GR,Euboea,,estimated from map,seconds,outcrop,"K2 and K3 are close together and they belong to the same stratigraphic level, as they are found in the same undisturbed section.",terrestrial indet.,,"The numerical dominance of bovids and hipparions in the fauna of Kerassiá indicates an open and rather dry environment. Forest elements as cervids and suids are rare or absent. The giraffids, as well as Tragoportax, may have lived in open woodland environments (Gentry et al. 1999). A paleoecological shift between the lower and the upper fossiliferous level is possible due to the small differences in the faunal content, but such an assumption requires more material from both levels.",Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",08/08/2018 12:54,08/08/2018 12:54
1414291,occ,,,195435,Dihoplus pikermiensis,species,197784,Late Miocene,,11.63,5.333,Theodorou et al.,2003,66526,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,23.317223,38.921112,GR,Euboea,,estimated from map,seconds,outcrop,"These two sites can be correlated to K4, as all three share the same sedimentological characters (brown silted mud with few scattered rounded to subrounded, polymict grains in a homogeneous matrix), the presence of a red-brown layer above the bone bed, and also the presence of the same trace fossils (roots, insect burrows etc.).",terrestrial indet.,,"The numerical dominance of bovids and hipparions in the fauna of Kerassiá indicates an open and rather dry environment. Forest elements as cervids and suids are rare or absent. The giraffids, as well as Tragoportax, may have lived in open woodland environments (Gentry et al. 1999). A paleoecological shift between the lower and the upper fossiliferous level is possible due to the small differences in the faunal content, but such an assumption requires more material from both levels.",Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",08/08/2018 12:56,08/08/2018 12:56
1414293,occ,35073,,195435,Acerorhinus neleus,species,374499,Late Miocene,,11.63,5.333,Athanassiou et al.,2014,66528,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Acerorhinus,23.317223,38.921112,GR,Euboea,,estimated from map,seconds,outcrop,"These two sites can be correlated to K4, as all three share the same sedimentological characters (brown silted mud with few scattered rounded to subrounded, polymict grains in a homogeneous matrix), the presence of a red-brown layer above the bone bed, and also the presence of the same trace fossils (roots, insect burrows etc.).",terrestrial indet.,,"The numerical dominance of bovids and hipparions in the fauna of Kerassiá indicates an open and rather dry environment. Forest elements as cervids and suids are rare or absent. The giraffids, as well as Tragoportax, may have lived in open woodland environments (Gentry et al. 1999). A paleoecological shift between the lower and the upper fossiliferous level is possible due to the small differences in the faunal content, but such an assumption requires more material from both levels.",Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",08/08/2018 13:26,08/08/2018 13:26
1414296,occ,,,195436,Dihoplus pikermiensis,species,197784,Late Miocene,,11.63,5.333,Theodorou et al.,2003,66526,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,23.31889,38.921391,GR,Euboea,,estimated from map,seconds,outcrop,The sites K5 and K7 (K7 was excavated for the first time in summer 2000 and its study is only in the beginning) cannot be correlated at the moment to either the upper or the lower fossiliferous level.,terrestrial indet.,,"The numerical dominance of bovids and hipparions in the fauna of Kerassiá indicates an open and rather dry environment. Forest elements as cervids and suids are rare or absent. The giraffids, as well as Tragoportax, may have lived in open woodland environments (Gentry et al. 1999). A paleoecological shift between the lower and the upper fossiliferous level is possible due to the small differences in the faunal content, but such an assumption requires more material from both levels.",Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",08/08/2018 12:58,08/08/2018 12:58
1414523,occ,,,195457,Hyrachyus,genus,43141,Ypresian,Lutetian,56,41.2,Godinot et al.,2018,66540,Chordata,Mammalia,Perissodactyla,Hyrachyidae,Hyrachyus,2.03,43.34,FR,Occitanie,Aude,estimated from map,2,outcrop,Between Issel (4 km northwest) and Saint-Papoul (>2 km southeast),coarse channel fill,,,Ypresian,-,Ypresian,-,"Ypresian, Lutetian",09/08/2018 15:28,09/08/2018 15:28
1414914,occ,,,195555,Ceratotherium neumayri,species,115825,Late Miocene,,11.63,5.333,Böhme et al.,2017,66561,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,23.723612,38.039722,GR,Attiki,Agii Anargyri,,seconds,,"The type mandible of Graecopithecus freybergi was found in the Athens Basin of southern Attica near Pyrgos Vassilissis Amalias, an area that is today largely overbuilt by the rapidly growing Greek capital.",fluvial indet.,," For the first time we demonstrate that C4 grasses were the dominant herbaceous element of the Pikermi Formation. Our habitat reconstruction suggests fire-prone woody grasslands and woodlands within a savannah biome for Pikermi and Pyrgos and, thus, provides unambiguous evidence for the early environmental conjectures of Gaudry. Given the potential hominin nature ofGraecopithecus freybergi, our habitat reconstruction for the Pikermi Formation further supports the “Savannah Hypothesis” put forward to explain earliest hominin emergence. Analysis of both potential hominin sites indicates that Graecopithecus inhabited different habitats, be it open braided-river landscapes in Azmaka, or the wooded grassland of Pyrgos.\r\n The Tortonian-Messinian transition in the Mediterranean appears to represent a period of significant environmental and climatic changes. During the latest Tortonian (~7.4–7.25 Ma) C4 grass ecosystems progressively penetrate the Balkan Peninsula and constitute the environment of the mammal fauna of Pikermi, which contradicts earlier assumptions . The classical Pikermi fauna is terminated at the beginning of the Messinian (7.25–7.10 Ma) by a significant faunal turnover (post-Pikermi turnover), accompanied by massive increase of Saharan dust and salt accumulation with profound effects on soil salinity and nutrition. \r\n Our results reveal formerly unrecognized Mediterranean environmental changes during the Tortonian-Messinian transition, which provide important constraints for the evolution of Graecopithecus freybergi. At the Tortonian-Messinian boundary (7.25 Ma), water-stress levels increased and wildfire frequency decreased, which can be interpreted as increasing aridification. Rather than representing a local phenomenon, aridification occurred on a larger scale. We demonstrate that aeolian dust accumulation was widespread at the northern Mediterranean coast and that large amount of salt-laden mineral dust and marine-based aerosols were blown from dried lake beds in North Africa toward Europe, where ~30-m-thick red silts were deposited in southern Greece and southern France. We relate this dust accumulation to progressive late Tortonian Mediterranean aridification and cooling, which started at around 7.4 Ma and culminated during the earliest Messinian, when Mediterranean Sea surface temperature dropped by about 7˚C to values comparable to the present-day (Fig 4). Modelling studies have shown that Middle Miocene Tethyan seaway closure and accelerated Late Miocene uplift of the Iranian plateau provided key boundary conditions for north African aridity. We hypothesize that the ~700 kyr cooling episode, combined with the long-term eccentricity minimum between 7.3 and 7.2 Ma, acted as a final trigger for substantial north African aridization, which resulted in the initial formation of a large Saharan and Arabian desert belt. Furthermore, mineral dust in Attica was rich in soluble evaporites (halite, gypsum) in the earliest Messinian and especially during two pronounced insolation seasonality minima at 7.18 and 7.157 Ma, which suggests an orbitally driven progressive Sahara desertification. We suppose that a latest Tortonian to early Messinian dust- and salt-laden atmosphere over the Mediterranean may have further accelerated cooling and aridification via absorption of incoming solar radiation and, thus, may partially explain regionally accentuated Mediterranean cooling. \r\n The documented environmental changes were likely to have caused a significant faunal transition. Our dating ofGraecopithecus and the taxonomy of its accompanying large mammals indicate that, during culmination of cooling at the base of the Messinian, the post-Pikermi turnover replaced part of the Pikermi fauna. Several newcomers like the elephantoid Anancus or the boselaphidTragoportax macedoniensis have Asian affinities and we hypothesize that Eastern Mediterranean aridification played an important role in the westward shift of their habitats.Graecopithecus, as part of this new post-Pikermi fauna, lived in a warm-temperate and dusty environment unlike any other known hominid (except for our own genus).\r\n",Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",13/08/2018 05:45,13/08/2018 05:45
1416575,occ,,,195881,Stephanorhinus etruscus,species,54872,Early Pleistocene,,2.58,0.774,Symeonidis et al.,2006,66685,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,24.031111,40.983055,GR,Macedonia,Serres,estimated from map,seconds,,The locality of Aivaliki is situated 1 km away from the village of Nea Mpafra and 6 km SE from Alistrati Cave. It is also located very near to the Canyon of the Aggitis River.,"""floodplain""",,The peculiarity of this inhomogeneous sedimentation seems to be a result of rhythmic deposition of thin layers of coarse and fine grained material in a flood plain in basins in-between the southern spurs of the Rhodope Massif. An area influenced by river activity and in part with shallow water.,Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",29/08/2018 13:45,29/08/2018 13:45
1421483,occ,,,144187,Chilotherium,genus,43196,Late Miocene,,11.63,5.333,Nishioka and Vidthayanon,2018,67291,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Chilotherium,102.242775,15.008611,TH,Nakhon Ratchasima,Mueang,estimated from map,seconds,small collection,Area of Tha Chang in Chaloem Pra Kiat district,alluvial fan,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",04/11/2018 17:11,04/11/2018 17:11
1421484,occ,,,144187,Brachypotherium,genus,43194,Late Miocene,,11.63,5.333,Nishioka and Vidthayanon,2018,67291,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,102.242775,15.008611,TH,Nakhon Ratchasima,Mueang,estimated from map,seconds,small collection,Area of Tha Chang in Chaloem Pra Kiat district,alluvial fan,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",04/11/2018 17:11,04/11/2018 17:11
1421485,occ,,,144187,Alicornops,genus,53402,Late Miocene,,11.63,5.333,Nishioka and Vidthayanon,2018,67291,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Alicornops,102.242775,15.008611,TH,Nakhon Ratchasima,Mueang,estimated from map,seconds,small collection,Area of Tha Chang in Chaloem Pra Kiat district,alluvial fan,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",04/11/2018 17:11,04/11/2018 17:11
1421486,occ,,,144187,Aceratherium,genus,43188,Late Miocene,,11.63,5.333,Nishioka and Vidthayanon,2018,67291,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,102.242775,15.008611,TH,Nakhon Ratchasima,Mueang,estimated from map,seconds,small collection,Area of Tha Chang in Chaloem Pra Kiat district,alluvial fan,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",04/11/2018 17:11,04/11/2018 17:11
1422098,occ,,,197461,Coelodonta antiquitatis,species,54846,Late Pleistocene,,0.129,0.0117,Janossy,1986,9534,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Coelodonta,18.674549,47.729931,HU,Barany,,based on nearby landmark,5,,"The locality is situated in a village quarry in a gully on the northern slope of Nagyberek Hill, on the western outskirts of the village of Tokod. Co-ordinates based on the village of Tokod.",loess,,,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,Late Pleistocene,12/11/2018 06:59,12/11/2018 06:59
1422163,occ,,,197472,Aceratherium incisivum,species,104211,Sarmatian,,12.8,11.63,Codrea and Ursachi,2007,67342,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,27.4725,46.581112,RO,Vaslui,,estimated from map,seconds,,"Recently, sand quarrying at a small open pit located at Draxeni (Vaslui district; Fig. 1) unearthed several reptile and mammal teeth and bones, originating from the uppermost part of the Bessarabian sedimentary succession. Such fossils had not previously been reported from Draxeni. located on the left bank of Bolaţ River at the base of the hill slope, at an altitude of 159-167 m.",shoreface,,"On the basis of these features, the lithological succession at Draxeni open-pit could be interpreted as representing the shoreface > foreshore environments, i.e., a regressive evolution (Fig. 2). Energy of the environment was obviously high, the teeth and bones bearing marks of rolling by waves and currents before their burial. The remains are always isolated, no anatomical connection being reported until now",Serravallian,Serravallian,Serravallian,Serravallian,Serravallian,13/11/2018 06:55,13/11/2018 06:55
1423379,occ,,,197642,Ceratotherium neumayri,species,115825,Late Miocene,,11.63,5.333,Geraads,2017,67382,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,29.409445,38.024166,TR,Denizli,,stated in text,seconds,,"""The coordinates of the locality Mahmutgazi were provided by Pickford (2016) as 38°01’27.0” N, 29°24’34.9” E. These coordinates correspond well with field notes preserved in the SMNK and can be considered as satisfactory within ± 50 m.""",terrestrial indet.,,,Tortonian,-,Tortonian,"Tortonian, Messinian","Tortonian, Messinian",19/11/2018 15:54,19/11/2018 15:54
1423465,occ,,,197661,Rhinocerotidae,family,43187,MN 10,,9.7,8.7,Rios et al.,2017,67395,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,-3.78,40.18,ES,Madrid,,estimated from map,seconds,,BAT10 is the southernmost of the several localities at Cerro de los Battalones,terrestrial indet.,,,Tortonian,Tortonian,Tortonian,Tortonian,Tortonian,21/11/2018 18:12,21/11/2018 18:12
1423514,occ,,,187347,Hispanotherium,genus,43207,Langhian,Serravallian,15.98,11.63,Pickford and Morales,2016,67400,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Hispanotherium,-3.551667,40.471668,ES,,,based on nearby landmark,seconds,small collection,precise locality unknown,terrestrial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",21/11/2018 22:15,21/11/2018 22:15
1423533,occ,,,197672,Hispanotherium matritense,species,97725,Middle Miocene,,15.98,11.63,Pickford and Morales,2016,67400,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Hispanotherium,-3.716944,40.4025,ES,Madrid,,estimated from map,seconds,,,terrestrial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",21/11/2018 22:24,21/11/2018 22:24
1423556,occ,,,197674,Hispanotherium matritense,species,97725,Middle Miocene,,15.98,11.63,Pickford and Morales,2016,67400,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Hispanotherium,-3.6975,40.411667,ES,Madrid,,estimated from map,seconds,,,terrestrial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",21/11/2018 22:40,21/11/2018 22:40
1423572,occ,,,197673,Hispanotherium matritense,species,97725,Middle Miocene,,15.98,11.63,Pickford and Morales,2016,67400,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Hispanotherium,-3.721389,40.404999,ES,Madrid,,estimated from map,seconds,,,terrestrial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",21/11/2018 22:42,21/11/2018 22:42
1423573,occ,,,197673,Hoploaceratherium tetradactylum,species,320401,Middle Miocene,,15.98,11.63,Pickford and Morales,2016,67400,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Hoploaceratherium,-3.721389,40.404999,ES,Madrid,,estimated from map,seconds,,,terrestrial indet.,,,Serravallian,-,Serravallian,"Langhian, Serravallian","Langhian, Serravallian",21/11/2018 22:42,21/11/2018 22:42
1427567,occ,,,198590,Stephanorhinus,genus,43224,Early Pliocene,,5.333,3.6,Baryshnikov and Zakharov,2013,67604,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,29.9275,46.803612,MD,,,stated in text,seconds,outcrop,,fluvial indet.,,,Zanclean,Zanclean,Zanclean,Zanclean,Zanclean,20/12/2018 10:40,20/12/2018 10:40
1427990,occ,,,198616,Aceratherium incisivum,species,104211,Serravallian,,13.82,11.63,Biedermann,1862,67647,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,8.714722,47.513332,CH,Zurich,Winterthur,based on nearby landmark,seconds,,at the foothills of the vineyards of the village Veltheim,terrestrial indet.,,,Serravallian,Serravallian,Serravallian,Serravallian,Serravallian,29/12/2018 04:42,29/12/2018 04:42
1430788,occ,,,199537,Aceratherium incisivum,species,104211,Middle Miocene,Late Miocene,15.98,5.333,Alba et al.,2010,67817,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Aceratherium,1.948,41.536999,ES,Catalonia,Barcelona,estimated from map,3,,"Area around 2008-09 works on the Autovía Orbital de Barcelona B-40, a stretch of road between Olesa de Montserrat and Viladecavalls. Roughly corresponds with area marked on map by Alba et al (2010).",alluvial fan,,"[""system of alluvial fans...The sedimentary deposits that constitute the Miocene landfill of the basin are structured, in broad strokes, in two sets of complexes of continental environments, between which a set of sediments of marine and transitional media is interposed.""]  - translated from Spanish",-,-,-,Tortonian,"Langhian, Serravallian, Tortonian, Messinian",29/01/2019 10:44,29/01/2019 10:44
1431147,occ,,,90354,Brachypotherium brachypus,species,64183,Langhian,,15.98,13.82,Augé et al.,2002,67825,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,1.428611,47.418331,FR,,,estimated from map,seconds,,,fluvial indet.,,Mixture of marine sedimentary deposits and continental reworked sediments,Langhian,Langhian,Langhian,Langhian,Langhian,31/01/2019 11:12,31/01/2019 11:12
1431148,occ,,,90354,Prosantorhinus douvillei,species,100417,Langhian,,15.98,13.82,Augé et al.,2002,67825,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Prosantorhinus,1.428611,47.418331,FR,,,estimated from map,seconds,,,fluvial indet.,,Mixture of marine sedimentary deposits and continental reworked sediments,Langhian,Langhian,Langhian,Langhian,Langhian,31/01/2019 11:12,31/01/2019 11:12
1431149,occ,,,90354,Protaceratherium minutum,species,348501,Langhian,,15.98,13.82,Augé et al.,2002,67825,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Protaceratherium,1.428611,47.418331,FR,,,estimated from map,seconds,,,fluvial indet.,,Mixture of marine sedimentary deposits and continental reworked sediments,Langhian,Langhian,Langhian,Langhian,Langhian,31/01/2019 11:12,31/01/2019 11:12
1431933,occ,,,100313,Ceratotherium,genus,43195,Zanclean,,5.333,3.6,Govender,2019,62247,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,18.42804,-33.665073,ZA,,,stated in text,6,,,paralic indet.,,"JA: originally entered by Uhen as eolian (terrestrial) but the material is clearly from a beach and almost entirely marine, so I have changed it to paralic",Zanclean,Zanclean,Zanclean,Zanclean,Zanclean,12/02/2019 14:43,12/02/2019 14:43
1431996,occ,,,199755,Acerorhinus,genus,104224,Tortonian,,11.63,7.246,Codrea et al.,2017,67928,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Acerorhinus,27.965279,46.643333,RO,Ilfov,,estimated from map,seconds,,"""Discovered during the reconstruction works at the national road 24B, between Crasna and Husi.""","""floodplain""",,"""Based on the sedimentology, these rocks may correspond to an ancient floodplain where the sedimentation progressed during periodic floods by fallout from suspension. The bones were accumulated probably by torrents, but they were not carried on too long distances. The anatomical connections are rare and refer only to partial skeletons, excepting the turtles where the limb bones and skulls are often preserved. The large mammal remains occur together with small vertebrates, indicating that there was no grading process due to the water streams. Before the definitive burial, at least part of these bones and teeth were exposed to weathering long enough to suffer damages – the enamel fragments of numerous teeth in the maxillae and mandibles were detached\r\nand buried at small distance from their initial origin.""",Tortonian,Tortonian,Tortonian,Tortonian,Tortonian,13/02/2019 10:55,13/02/2019 10:55
1432659,occ,,,199860,Dihoplus schleiermacheri,species,104212,Messinian,,7.246,5.333,Colombero et al.,2017,67968,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,7.933333,45.049999,IT,Piedmont,,estimated from map,minutes,outcrop,,deep subtidal indet.,,6.5 m of beige to green-blue clayey marls with calcareous paleosol interbeds. This unit contains shells of dreissenid and limnocardiid bivalves along with melanopsid and hydrobiid gastropods and is an equivalent of the Lago-Mare biofacies of the Mediterranean area ,Messinian,Messinian,Messinian,Messinian,Messinian,18/02/2019 10:18,18/02/2019 10:18
1433185,occ,,,172915,Dihoplus schleiermacheri,species,104212,Messinian,,7.246,5.333,Colombero et al.,2017,67968,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,7.933333,45.049999,IT,Piedmont,,estimated from map,minutes,outcrop,,deep subtidal indet.,,6.5 m of beige to green-blue clayey marls with calcareous paleosol interbeds. This unit contains shells of dreissenid and limnocardiid bivalves along with melanopsid and hydrobiid gastropods and is an equivalent of the Lago-Mare biofacies of the Mediterranean area ,Messinian,Messinian,Messinian,Messinian,Messinian,20/02/2019 09:23,20/02/2019 09:23
1433313,occ,,,172910,Dihoplus schleiermacheri,species,104212,Messinian,,7.246,5.333,Colombero et al.,2017,67968,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dihoplus,7.933333,45.049999,IT,Piedmont,,estimated from map,minutes,outcrop,,deep subtidal indet.,,6.5 m of beige to green-blue clayey marls with calcareous paleosol interbeds. This unit contains shells of dreissenid and limnocardiid bivalves along with melanopsid and hydrobiid gastropods and is an equivalent of the Lago-Mare biofacies of the Mediterranean area ,Messinian,Messinian,Messinian,Messinian,Messinian,20/02/2019 09:53,20/02/2019 09:53
1434269,occ,,,200083,Stephanorhinus etruscus,species,54872,Early Pleistocene,,2.58,0.774,Tsoukala and Chatzopoulou,2005,68076,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,23.368055,40.530277,GR,Mygdonia,,unpublished field data,seconds,outcrop,"The Kalamotó area includes two paleontological localities: the Kalamotó 1 (KAL) and Kalamotó 2 (KLT). The KAL consists of lacustrine deposits, gray marls and silt-sands with mollusks Planorbis sp., Unio sp., etc), and it is situated 1 km south of the Kalamotó village, in the broader archaeological site of “Chiliodentra”",lacustrine - small,,,Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",06/03/2019 14:46,06/03/2019 14:46
1434279,occ,,,200084,Stephanorhinus etruscus,species,54872,Early Pleistocene,,2.58,0.774,Tsoukala and Chatzopoulou,2005,68076,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Stephanorhinus,23.371944,40.526943,GR,Mygdonia,,unpublished field data,seconds,outcrop,"The Kalamotó area includes two paleontological localities: the Kalamotó 1 (KAL) and Kalamotó 2 (KLT). The KLT consists of redbrown- yellowish terrestrial deposits and it is situated 2 Km SW of the same village, very close to the well-known archaeological site of “Toumbes”, in Vasmouras Rema",lacustrine - small,,,Calabrian,-,Calabrian,"Gelasian, Calabrian","Gelasian, Calabrian",06/03/2019 14:48,06/03/2019 14:48
1434886,occ,,,190142,Brachypotherium,genus,43194,Orleanian,,20,15.98,Ivanov et al.,2006,68266,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Brachypotherium,16.751667,49.232777,CZ,Moravia,,stated in text,seconds,small collection,"""The Mokrä open-cast mine is located about 12 km ENE of the city of Brno... [in the Western Quarry there is the] 1/2001 Turtle Joint (49° 13’ 58,16” N, 16°45’6,07” E, floor 380 m a.s.l.)"" - Ivanov et al (2006)\r\n\r\n""Four fossiliferous karst fissures were discovered in the course of fieldwork undertaken in the years 2002–2005 on karst floors at 410 m above sea level (asl), 395 m asl and 380 m asl. The two most fossiliferous fissures (altogether 7.5 m3, about 13 tons) are both from the floor at 380 m\r\nasl, and are referred to as 1/2001 (from Turtle Joint) and 2/2003 (from Reptile Joint) hereafter."" - Ivanov et al (2018)",fissure fill,,,Burdigalian,Burdigalian,Burdigalian,Burdigalian,Burdigalian,22/03/2019 10:43,22/03/2019 10:43
1435921,occ,,,200296,Rhinocerotidae,family,43187,Miocene,,23.03,5.333,Mein,1958,12783,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,4.852039,47.169441,FR,,,estimated from map,5,,,cave,,,-,-,-,-,"Aquitanian, Burdigalian, Langhian, Serravallian, Tortonian, Messinian",27/03/2019 16:03,27/03/2019 16:03
1436655,occ,,,200416,Ronzotherium,genus,43223,Early Oligocene,,33.9,27.82,Ménouret,2014,68425,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ronzotherium,5.841111,43.99778,FR,Alpes-de-haute Provence,Luberon,,seconds,,,terrestrial indet.,,,Rupelian,Rupelian,Rupelian,Rupelian,Rupelian,03/04/2019 07:29,03/04/2019 07:29
1438220,occ,,,200705,Teleoceras,genus,43226,Hemphillian,,9.4,4.7,Steadman and Takano,2019,68616,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-82.444443,29.385555,US,Florida,Levy,based on nearby landmark,seconds,small collection,south of Williston,fluvial indet.,,,-,-,-,"Tortonian, Messinian, Zanclean","Tortonian, Messinian, Zanclean",15/04/2019 00:45,15/04/2019 00:45
1438365,occ,36448,,18640,Teleoceras major,species,52114,Clarendonian,,12.5,9.4,May,2019,68632,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Teleoceras,-97.958397,28.343399,US,Texas,Live Oak,based on nearby landmark,4,small collection,"13 mi. SE of George West. Probably ca. 10 mi. E of George West (hence ""Ten Mile Creek"") and ""on the west bank of Ten Mile Creek, about four-tenths mile south of Highway No. 202 crossing, and in the east-central part of Live Oak County."" Also described as ""on Ten Mile Water Hole Creek, a small tributary of La Para Creek, about 2 miles south of La Para.""",terrestrial indet.,,,Tortonian,-,Tortonian,"Serravallian, Tortonian","Serravallian, Tortonian",10/01/2020 14:24,10/01/2020 14:24
1441146,occ,,,182136,Rhinocerotidae,family,43187,Early Miocene,,23.03,15.98,Daxner-Höck et al.,2017,68908,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,,101.205276,45.491669,MN,,,stated in text,seconds,small collection,,terrestrial indet.,,,Burdigalian,-,Burdigalian,"Aquitanian, Burdigalian","Aquitanian, Burdigalian",01/05/2019 13:01,01/05/2019 13:01
